Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
278,"R Aggarwal, C Kearney, B Lucey",Gravity and culture in foreign portfolio investment,2012,Journal of Banking & Finance,Elsevier,https://www.sciencedirect.com/science/article/pii/S0378426611002536,"https://scholar.google.com/scholar?cites=18055875478622244615&as_sdt=2005&sciodt=0,5&hl=en",1,23/03/2024 21:38,,,,,,,,,278,23.17,93,3,12,"Using panel regression estimates from the IMF's CPIS survey of foreign debt and equity portfolios across 174 originating and 50 destination countries from 2001 to 2007, we clarify …",https://www.academia.edu/download/30785990/12_JBF_FPI_Culture.pdf,"https://scholar.google.com/scholar?q=related:Bw_3axVbk_oJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
148,"A Bellofatto, C D'Hondt, R De Winne",Subjective financial literacy and retail investors' behavior,2018,Journal of Banking & Finance,Elsevier,https://www.sciencedirect.com/science/article/pii/S0378426618300980,"https://scholar.google.com/scholar?cites=9283828388583390688&as_sdt=2005&sciodt=0,5&hl=en",1,07/04/2024 15:24,,,,,,,,,148,24.67,49,3,6,"This paper investigates the relationship between subjective financial literacy, ie self-reported by investors, and trading behavior. In particular, we use the level of financial knowledge and …",https://dial.uclouvain.be/pr/boreal/object/boreal%3A196459/datastream/PDF_01/view,"https://scholar.google.com/scholar?q=related:4D0zSbvI1oAJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
140,"CM Boucher, J Daníelsson, PS Kouontchou, ...",Risk models-at-risk,2014,Journal of Banking & Finance,Elsevier,https://www.sciencedirect.com/science/article/pii/S0378426614001022,"https://scholar.google.com/scholar?cites=2827931736835550340&as_sdt=2005&sciodt=0,5&hl=en",3,23/03/2024 21:43,,,,,,,,,140,14.0,35,4,10,The experience from the global financial crisis has raised serious concerns about the accuracy of standard risk measures as tools for the quantification of extreme downward …,https://eprints.lse.ac.uk/59299/1/__lse.ac.uk_storage_LIBRARY_Secondary_libfile_shared_repository_Content_System%20Risk%20Center_Discussion%20Papers_dp-8_0.pdf,"https://scholar.google.com/scholar?q=related:hOwif-7UPicJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
63,"K Kadous, WB Tayler, JM Thayer, ...",Individual characteristics and the disposition effect: the opposing effects of confidence and self-regard,2014,Journal of Behavioral Finance ,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/15427560.2014.939748,"https://scholar.google.com/scholar?cites=547177508773027020&as_sdt=2005&sciodt=0,5&hl=en",5,23/03/2024 21:50,,10.1080/15427560.2014.939748,,,,,,,63,6.3,16,4,10,"We conduct two experiments to examine potential causes of the disposition effect. In Experiment 1, we rule out beliefs in mean reversion as a cause of the disposition effect …",,"https://scholar.google.com/scholar?q=related:zNx_jwv3lwcJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
69,"A Kouaib, A Jarboui",Real earnings management in innovative firms: does CEO profile make a difference?,2016,Journal of Behavioral and Experimental Finance,Elsevier,https://www.sciencedirect.com/science/article/pii/S2214635016300417,"https://scholar.google.com/scholar?cites=1200572806554417270&as_sdt=2005&sciodt=0,5&hl=en",3,07/04/2024 16:19,,,,,,,,,69,8.63,35,2,8,The purpose of this paper is to determine and test the effect of CEO profile including behavioral biases and demographic traits on the level of real-based earnings management …,,"https://scholar.google.com/scholar?q=related:dnirTZtKqRAJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
38,R Salem,Examining the investment behavior of Arab women in the stock market,2019,Journal of Behavioral and Experimental Finance,Elsevier,https://www.sciencedirect.com/science/article/pii/S2214635018302077,"https://scholar.google.com/scholar?cites=5439011868648493751&as_sdt=2005&sciodt=0,5&hl=en",11,23/03/2024 21:34,,,,,,,,,38,7.6,38,1,5,"This study contributes towards better understanding of the investment behavior of Arab women pertaining to risk tolerance, investment confidence, investment literacy levels, and …",,"https://scholar.google.com/scholar?q=related:t1LtN3pAe0sJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
6,"O Corneille, R De Winne, C D'hondt",The disposition effect does not survive disclosure of expected price trends,2018,Journal of Behavioral and Experimental Finance,Elsevier,https://www.sciencedirect.com/science/article/pii/S2214635018301795,"https://scholar.google.com/scholar?cites=4315582665410418911&as_sdt=2005&sciodt=0,5&hl=en",3,07/04/2024 15:24,,,,,,,,,6,1.0,2,3,6,The disposition effect (DE) consists in investors' preference for realizing gains over losses. One DE account suggests that this bias stems from a belief in mean-reverting prices. This …,https://www.researchgate.net/profile/Catherine-Dhondt/publication/327393838_The_disposition_effect_does_not_survive_disclosure_of_expected_price_trends/links/5b8cf47192851c1e124413f5/The-disposition-effect-does-not-survive-disclosure-of-expected-price-trends.pdf,"https://scholar.google.com/scholar?q=related:3xifupEH5DsJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
38,"C Nadler, W Breuer",Cultural Finance as a research field: an evaluative survey,2019,Journal of Business Economics,Springer,https://link.springer.com/article/10.1007/s11573-017-0888-y,"https://scholar.google.com/scholar?cites=5601948290191734573&as_sdt=2005&sciodt=0,5&hl=en",7,23/03/2024 21:38,,10.1007/s11573-017-0888-y,,,,,,,38,7.6,19,2,5,Academic interest in cultural influences on financial decision-making has risen in the last decade leading to a considerable number of literature contributions in this field. However …,,"https://scholar.google.com/scholar?q=related:LTf8Hkoevk0J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
128,"P Crifo, VD Forget","Think global, invest responsible: Why the private equity industry goes green",2013,Journal of Business Ethics,Springer,https://link.springer.com/article/10.1007/s10551-012-1443-y,"https://scholar.google.com/scholar?cites=12924014063173389458&as_sdt=2005&sciodt=0,5&hl=en",4,23/03/2024 21:50,,10.1007/s10551-012-1443-y,,,,,,,128,11.64,64,2,11,The growth of socially responsible investment (SRI) on public financial markets has drawn considerable academic attention over the last decade. Discarding from the previous …,https://hal.science/hal-00672034/document,"https://scholar.google.com/scholar?q=related:kkya61BSW7MJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
118,M Benlemlih,Corporate social responsibility and firm debt maturity,2017,Journal of Business Ethics,Springer,https://link.springer.com/article/10.1007/s10551-015-2856-1,"https://scholar.google.com/scholar?cites=653129346561880760&as_sdt=2005&sciodt=0,5&hl=en",5,23/03/2024 21:49,,10.1007/s10551-015-2856-1,,,,,,,118,16.86,118,1,7,"In this article, we extend the streams of research on the capital structure of socially responsible firms by investigating the impact of corporate social responsibility (CSR) on firm …",,"https://scholar.google.com/scholar?q=related:uDI0Jq5hEAkJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
31,"J Peillex, L Ureche-Rangau",Identifying the determinants of the decision to create socially responsible funds: An empirical investigation,2016,Journal of Business Ethics,Springer,https://link.springer.com/article/10.1007/s10551-014-2507-y,"https://scholar.google.com/scholar?cites=6719201448265254777&as_sdt=2005&sciodt=0,5&hl=en",18,23/03/2024 21:49,,10.1007/s10551-014-2507-y,,,,,,,31,3.88,16,2,8,This paper proposes an empirical assessment of the main factors behind the decision of a corporate sponsor to launch a socially responsible (SR) fund. Our analysis is performed on a …,https://www.academia.edu/download/91511727/s10551-014-2507-y20220925-1-mfjpcz.pdf,"https://scholar.google.com/scholar?q=related:eQckCh5mP10J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
40,"E Ginglinger, L Matsoukis, F Riva",Seasoned equity offerings: Stock market liquidity and the rights offer paradox,2013,Journal of Business Finance & Accounting,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/jbfa.12007,"https://scholar.google.com/scholar?cites=4850346728090977837&as_sdt=2005&sciodt=0,5&hl=en",9,23/03/2024 21:36,,10.1111/jbfa.12007,,,,,,,40,3.64,13,3,11,"This paper examines the impact of market liquidity on seasoned equity offerings (SEO) characteristics in France. We find that, besides blockholders' takeup, liquidity is an important …",https://hal.science/hal-01483978/file/SSRN-id2167327.pdf,"https://scholar.google.com/scholar?q=related:LUZXpabkT0MJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
46,"H Tchakoute-Tchuigoua, I Soumaré",The effect of loan approval decentralization on microfinance institutions' outreach and loan portfolio quality,2019,Journal of Business Research,Elsevier,https://www.sciencedirect.com/science/article/pii/S0148296318304715,"https://scholar.google.com/scholar?cites=14064390357842437678&as_sdt=2005&sciodt=0,5&hl=en",4,07/04/2024 15:22,,,,,,,,,46,9.2,23,2,5,"We study the impact of loan approval decentralization on MFI portfolio quality and outreach, and the effects of alignment mechanisms when loan officers combine information production …",,"https://scholar.google.com/scholar?q=related:LqagnYPALsMJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
222,"JP Fidrmuc, M Jacob","Culture, agency costs, and dividends",2010,Journal of Comparative Economics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0147596710000260,"https://scholar.google.com/scholar?cites=14088803334820667544&as_sdt=2005&sciodt=0,5&hl=en",2,23/03/2024 21:38,,,,,,,,,222,15.86,111,2,14,This paper presents a culturally rooted agency explanation for differences in dividend payout policies around the world. We conjecture that the social normative nature of culture …,,"https://scholar.google.com/scholar?q=related:mCBTwvx7hcMJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
30,"JAJ Rivera-Rozo, MEM García-Huitrón, ...",National culture and the configuration of public pensions,2018,Journal of Comparative Economics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0147596717300458,"https://scholar.google.com/scholar?cites=14732731719552812271&as_sdt=2005&sciodt=0,5&hl=en",9,23/03/2024 21:38,,,,,,,,,30,5.0,10,3,6,This paper explores the determinants of public pension plan configurations. It is argued that the level of intragenerational redistribution in public pension plans is related to a country's …,https://research.vu.nl/files/104907749/National_culture_and_the_configuration_of_public_pensions.pdf,"https://scholar.google.com/scholar?q=related:70QTC3EtdcwJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
184,"N Wilson, M Wright, DS Siegel, L Scholes",Private equity portfolio company performance during the global recession,2012,Journal of Corporate Finance,Elsevier,https://www.sciencedirect.com/science/article/pii/S0929119911001258,"https://scholar.google.com/scholar?cites=17913810011257134660&as_sdt=2005&sciodt=0,5&hl=en",2,23/03/2024 21:50,,,,,,,,,184,15.33,46,4,12,"We assess the recent economic and financial performance of UK private equity (PE) backed buyouts. Our empirical evidence, which is based on thousands of transactions, reveals that …",https://www.academia.edu/download/96444283/j.jcorpfin.2011.11.00820221227-1-2d7sxw.pdf,"https://scholar.google.com/scholar?q=related:RF7RNkujmvgJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
70,"WL Megginson, A Meles, G Sampagnaro, ...",Financial distress risk in initial public offerings: how much do venture capitalists matter?,2019,Journal of Corporate Finance,Elsevier,https://www.sciencedirect.com/science/article/pii/S0929119916301328,"https://scholar.google.com/scholar?cites=16285507314459391669&as_sdt=2005&sciodt=0,5&hl=en",16,23/03/2024 21:21,,,,,,,,,70,14.0,18,4,5,"Using a sample of 1593 US firms that go public between 1990 and 2007, we find that VC-backed IPOs experience less financial distress risk post-offering than do comparable non …",https://eprints.kingston.ac.uk/36142/1/Verdoliva-V-36142-AAM.pdf,"https://scholar.google.com/scholar?q=related:tbZgQZ6-AeIJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
43,"JP Fidrmuc, C Xia",M&A deal initiation and managerial motivation,2019,Journal of Corporate Finance,Elsevier,https://www.sciencedirect.com/science/article/pii/S0929119917300639,"https://scholar.google.com/scholar?cites=2906368354648403528&as_sdt=2005&sciodt=0,5&hl=en",3,07/04/2024 15:23,,,,,,,,,43,8.6,22,2,5,This paper contributes to our understanding of managers' motivations for initiating the sale of their company. Using a sample of 1098 publicly-listed US target firms with completed deals …,https://www.researchgate.net/profile/Jana-Fidrmuc/publication/314696583_MA_Deal_Initiation_and_Managerial_Motivation/links/6408a3890cf1030a5683dc31/M-A-Deal-Initiation-and-Managerial-Motivation.pdf,"https://scholar.google.com/scholar?q=related:SC5BtZ5-VSgJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
43,"R Gemayel, A Preda",Does a scopic regime erode the disposition effect? Evidence from a social trading platform,2018,Journal of Economic Behavior & Organization,Elsevier,https://www.sciencedirect.com/science/article/pii/S0167268118302191,"https://scholar.google.com/scholar?cites=17030240625495948701&as_sdt=2005&sciodt=0,5&hl=en",4,23/03/2024 21:50,,,,,,,,,43,7.17,22,2,6,A scopic regime constitutes a state of permanent reciprocal observation and scrutiny among participants. We investigate whether this environment reduces the disposition effect among …,https://kclpure.kcl.ac.uk/portal/files/101033384/Does_a_Scopic_Regime_GEMAYEL_Publishedonline1September2018_GREEN_AAM.pdf,"https://scholar.google.com/scholar?q=related:nb0cap6RV-wJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
30,"DW Richards, M Fenton-O'Creevy, J Rutterford, ...",Is the disposition effect related to investors' reliance on System 1 and System 2 processes or their strategy of emotion regulation?,2018,Journal of Economic Psychology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0167487017304130,"https://scholar.google.com/scholar?cites=1346255896436259427&as_sdt=2005&sciodt=0,5&hl=en",6,23/03/2024 21:50,,,,,,,,,30,5.0,8,4,6,"We report research on investor susceptibility to the disposition effect, a financial decision-making bias where investors have a greater propensity to realize gains than realize losses …",https://oro.open.ac.uk/53855/1/53855.pdf,"https://scholar.google.com/scholar?q=related:Y7rb45rcrhIJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
71,"I Martinez, S Serve",Reasons for delisting and consequences: A literature review and research agenda,2017,Journal of Economic Surveys,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/joes.12170,"https://scholar.google.com/scholar?cites=15362283417888259983&as_sdt=2005&sciodt=0,5&hl=en",1,23/03/2024 21:50,,10.1111/joes.12170,,,,,,,71,10.14,36,2,7,"This paper discusses the literature on delisting, drawing on USA and international evidence. Given the great heterogeneity in delisting operations, we first consider the standard existing …",,"https://scholar.google.com/scholar?q=related:j38aLmDLMdUJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
34,G Andrieu,The impact of the affiliation of venture capital firms: A survey,2013,Journal of Economic Surveys,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-6419.2011.00702.x,"https://scholar.google.com/scholar?cites=596665568121867035&as_sdt=2005&sciodt=0,5&hl=en",33,23/03/2024 21:21,,10.1111/j.1467-6419.2011.00702.x,,,,,,,34,3.09,34,1,11,The aim of this paper is to review the theoretical and empirical literature on the impact of the affiliation of venture capital (VC) firms with a particular focus on the differences between …,,"https://scholar.google.com/scholar?q=related:G0ucRSzIRwgJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
73,"SF Hsieh, CY Chan, MC Wang",Retail investor attention and herding behavior,2020,Journal of Empirical Finance,Elsevier,https://www.sciencedirect.com/science/article/pii/S0927539820300591,"https://scholar.google.com/scholar?cites=13214878953720161005&as_sdt=2005&sciodt=0,5&hl=en",4,23/03/2024 21:34,,,,,,,,,73,18.25,24,3,4,"In this paper, we argue that when individual investors can obtain information from public resources such as Google search, the degree of investor attention to a particular underlying …",https://efmaefm.org/0EFMAMEETINGS/EFMA%20ANNUAL%20MEETINGS/2019-Azores/papers/EFMA2019_0138_fullpaper.pdf,"https://scholar.google.com/scholar?q=related:7aJGmmSuZLcJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
59,"XS Ding, Y Ni, L Zhong",Free float and market liquidity around the world,2016,Journal of Empirical Finance,Elsevier,https://www.sciencedirect.com/science/article/pii/S0927539816300664,"https://scholar.google.com/scholar?cites=6565389604945005325&as_sdt=2005&sciodt=0,5&hl=en",4,23/03/2024 21:36,,,,,,,,,59,7.38,20,3,8,We investigate the relationship between free float and stock market liquidity using a sample covering 55 countries from 2003 to 2011. We find that stocks with higher free float have a …,,"https://scholar.google.com/scholar?q=related:DQvKjg_zHFsJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
31,"M Caglayan, O Talavera, W Zhang",Herding behaviour in P2P lending markets,2021,Journal of Empirical Finance,Elsevier,https://www.sciencedirect.com/science/article/pii/S0927539821000451,"https://scholar.google.com/scholar?cites=15377074163675617755&as_sdt=2005&sciodt=0,5&hl=en",14,23/03/2024 21:34,,,,,,,,,31,10.33,10,3,3,"We explore lender behaviour on Renrendai. com, a leading Chinese peer-to-peer (P2P) crowdlending platform. Using a sample of around five million investor-loan-hour …",https://researchportal.hw.ac.uk/files/45196833/manuscript210314.pdf,"https://scholar.google.com/scholar?q=related:29m4CntXZtUJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
44,"R Albuquerque, E Schroth",The value of control and the costs of illiquidity,2015,Journal of Finance,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/jofi.12207,"https://scholar.google.com/scholar?cites=10212692268712295031&as_sdt=2005&sciodt=0,5&hl=en",6,23/03/2024 21:36,,10.1111/jofi.12207,,,,,,,44,4.89,22,2,9,"We develop a search model of block trades that values the illiquidity of controlling stakes. The model considers several dimensions of illiquidity. First, following a liquidity shock, the …",https://repositorio.ucp.pt/bitstream/10400.14/42095/1/26871178.pdf,"https://scholar.google.com/scholar?q=related:d3r5XILFuo0J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
38,"D Pelletier, W Wei",The geometric-VaR backtesting method,2016,Journal of Financial Econometrics,academic.oup.com,https://academic.oup.com/jfec/article-abstract/14/4/725/1750857,"https://scholar.google.com/scholar?cites=15943705481053368418&as_sdt=2005&sciodt=0,5&hl=en",10,23/03/2024 21:43,,,,,,,,,38,4.75,19,2,8,"This article develops a new test to evaluate value-at-risk (VaR) forecasts. VaR is a standard risk measure widely utilized by financial institutions and regulators, yet estimating VaR is a …",https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=003865c68ab7f39f44677fe0191825cbae4bf5b0,"https://scholar.google.com/scholar?q=related:YnCiYalrQ90J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
28,"K Ahoniemi, AM Fuertes, J Olmo",Overnight news and daily equity trading risk limits,2016,Journal of Financial Econometrics,academic.oup.com,https://academic.oup.com/jfec/article-abstract/14/3/525/1750827,"https://scholar.google.com/scholar?cites=6927580719459225314&as_sdt=2005&sciodt=0,5&hl=en",15,23/03/2024 21:43,,,,,,,,,28,3.5,9,3,8,This article proposes a new bivariate modeling approach for setting daily equity-trading risk limits using high-frequency data. We construct one-day-ahead Value-at-Risk forecasts by …,https://openaccess.city.ac.uk/id/eprint/12655/1/,"https://scholar.google.com/scholar?q=related:4k424PW1I2AJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
97,H Tchakoute Tchuigoua,Capital structure of microfinance institutions,2015,Journal of Financial Services Research,Springer,https://link.springer.com/article/10.1007/s10693-013-0190-2,"https://scholar.google.com/scholar?cites=3346852693028357732&as_sdt=2005&sciodt=0,5&hl=en",3,07/04/2024 15:21,,10.1007/s10693-013-0190-2,,,,,,,97,10.78,97,1,9,This article seeks to answer two questions. What drives the capital structure of microfinance institutions? Does the effect of variables at the microfinance institution's level vary …,,"https://scholar.google.com/scholar?q=related:ZMaDu8poci4J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
95,H Tchakoute Tchuigoua,Capital structure of microfinance institutions,2015,Journal of Financial Services Research,Springer,https://link.springer.com/article/10.1007/s10693-013-0190-2,"https://scholar.google.com/scholar?cites=3346852693028357732&as_sdt=2005&sciodt=0,5&hl=en",9,23/03/2024 21:49,,10.1007/s10693-013-0190-2,,,,,,,95,10.56,95,1,9,This article seeks to answer two questions. What drives the capital structure of microfinance institutions? Does the effect of variables at the microfinance institution's level vary …,,"https://scholar.google.com/scholar?q=related:ZMaDu8poci4J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
20,"T Rapp, N Aubert",Bank employee incentives and stock purchase plans participation,2011,Journal of Financial Services Research,Springer,https://link.springer.com/article/10.1007/s10693-011-0104-0,"https://scholar.google.com/scholar?cites=11117383010874370050&as_sdt=2005&sciodt=0,5&hl=en",4,07/04/2024 15:25,,10.1007/s10693-011-0104-0,,,,,,,20,1.54,10,2,13,"We investigate which factors influence 44,649 employees' decision to invest in a top retail banking group in France. We have two objectives:(i) to explore factors associated with the …",https://shs.hal.science/halshs-01256781/document,"https://scholar.google.com/scholar?q=related:AighK_LgSJoJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
34,"GW Eaton, T Liu, MS Officer",Rethinking measures of mergers &acquisitions deal premiums,2021,Journal of Financial and Quantitative …,cambridge.org,https://www.cambridge.org/core/journals/journal-of-financial-and-quantitative-analysis/article/rethinking-measures-of-ma-deal-premiums/D7EA157BE0AB40FD8E1951185A57B527,"https://scholar.google.com/scholar?cites=5772905973013217328&as_sdt=2005&sciodt=0,5&hl=en",2,07/04/2024 15:23,,,,,,,,,34,11.33,11,3,3,"Many academic studies use fixed preannouncement event days (eg,-20,-42, or-63) to measure takeover premiums. In this paper, we show that the use of traditional fixed windows …",,"https://scholar.google.com/scholar?q=related:MAAvc2V7HVAJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
33,T Berger,Forecasting based on decomposed financial return series: A wavelet analysis,2016,Journal of Forecasting,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/for.2384,"https://scholar.google.com/scholar?cites=8391647095565015346&as_sdt=2005&sciodt=0,5&hl=en",12,23/03/2024 21:43,,10.1002/for.2384,,,,,,,33,4.13,33,1,8,We transform financial return series into its frequency and time domain via wavelet decomposition to separate short?run noise from long?run trends and assess the relevance …,,"https://scholar.google.com/scholar?q=related:MlmXk5IedXQJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
12,"D Assadi, A Ashta, A Jung","A tale of three musketeers of alternative finance: Stagnating microcredit, growing P2P online lending and striving for slow money",2018,Journal of Innovation Economics & Management,cairn.info,https://www.cairn.info/revue-journal-of-innovation-economics-2018-2-page-13.htm,"https://scholar.google.com/scholar?cites=11826101949552423311&as_sdt=2005&sciodt=0,5&hl=en",13,07/04/2024 15:22,HTML,,,,,,,,12,2.0,4,3,6,"In the aftermath of the funding problems that swept the world after the 2006-2008 financial crises, people took the initiative to find alternative sources of funding by bypassing the …",https://www.cairn.info/revue-journal-of-innovation-economics-2018-2-page-13.htm,"https://scholar.google.com/scholar?q=related:j3Gg1BDBHqQJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
23,JF Outreville,Culture and life insurance ownership: Is it an issue?,2018,Journal of Insurance Issues,JSTOR,https://www.jstor.org/stable/26505753,"https://scholar.google.com/scholar?cites=4804261558704578971&as_sdt=2005&sciodt=0,5&hl=en",8,23/03/2024 21:38,,,,,,,,,23,3.83,23,1,6,"Although life insurance consumption increases from low income group to high income group, there is a substantial variation in life insurance density across-country in each income …",,"https://scholar.google.com/scholar?q=related:m6Gm_m4qrEIJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
110,"S Frey, P Herbst, A Walter",Measuring mutual fund herding–a structural approach,2014,Journal of International Financial Markets …,Elsevier,https://www.sciencedirect.com/science/article/pii/S1042443114000638,"https://scholar.google.com/scholar?cites=16881684134244507005&as_sdt=2005&sciodt=0,5&hl=en",15,23/03/2024 21:34,,,,,,,,,110,11.0,37,3,10,"This paper proposes a methodological improvement to empirical studies of herd behavior based on investor transactions. By developing a simple model of trading behavior, we show …",https://dspace.stir.ac.uk/bitstream/1893/11723/1/Herbst_2012_Measuring_Mutual_Fund_Herding.pdf,"https://scholar.google.com/scholar?q=related:fd3970bKR-oJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
21,"LD Wamba, IB Bengono, JM Sahut, F Teulon",Governance and performance of MFIs: the Cameroon case,2018,Journal of Management & Governance,Springer,https://link.springer.com/article/10.1007/s10997-017-9381-9,"https://scholar.google.com/scholar?cites=6913344818117489003&as_sdt=2005&sciodt=0,5&hl=en",8,07/04/2024 15:22,,10.1007/s10997-017-9381-9,,,,,,,21,3.5,5,4,6,"The main challenge of microfinance institutions and social economy firms remains their survival, and to meet this challenge, MFIs need to be competitive. The poor performance of …",,"https://scholar.google.com/scholar?q=related:azGuzXsi8V8J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
